Constituency,Youth_Electorate_Pct,Senior_Electorate_Pct,First_Time_Voter_Pct,Male_Pop,Female_Pop,Female_to_Male_Ratio,Female_Pop_Pct,Pucca_Pct,Semi_Pucca_Pct,Kancha_Pct,Jhupri_Pct,Extreme_Poverty_Pct,Wealth_Polarization_Index,Organized_Learning_Pct,Sanitation_Pct,Electricity_Pct,Clean_Fuel_Pct,NEET_Youth_Pct,Financial_Inclusion_Pct,Internet_Pct,Winning_Party,Winner_Name,Winner_Votes,RunnerUp_Votes,Voter_Turnout_Pct,Total_Valid_Votes,Total_Registered_Voters,YES_Pct,NO_Pct,Coalition,Winner_Vote_Share_Pct,Victory_Margin_Pct,Digital_Youth_Index,Urban_Proxy,WPI_Log,Infrastructure_Composite,Deprivation_Index
Dinajpur-2,35.41,12.68,12.72,75841.0,75900.33,102.36,50.57,17.68,30.25,51.95,0.13,52.07,0.81,68.31,52.13,99.15,4.35,32.92,55.66,17.52,Bangladesh Nationalist Party,Md. Sadik Riyaz,139622.0,104887.0,74.83,269107.0,368137.0,,,BNP_COALITION,51.88345156387608,12.90750519310163,620.3831999999999,0.7690799999999999,0.5933268452777344,51.876666666666665,42.495000000000005
Rajbari-2,34.36,15.94,12.77,110903.0,114578.67,103.4,50.83,8.12,14.36,77.08,0.44,77.52,0.1,47.95,60.88,99.35,3.18,35.93,45.28,23.55,Bangladesh Nationalist Party,Md. Harun-or-Rashid,237254.0,67299.0,64.83,348718.0,551607.0,64.4,35.6,BNP_COALITION,68.0360635241083,48.73708842101641,809.178,0.258216,0.09531017980432487,54.47,56.724999999999994
Rangpur-2,35.63,14.17,13.9,117760.5,120104.0,101.6,50.39,2.92,22.56,74.28,0.24,74.53,0.04,59.89,46.83,99.12,3.97,34.72,46.96,13.8,Bangladesh Jamaat-e-Islami,A. T. M. Azharul Islam,139680.0,79910.0,68.59,253874.0,377802.0,,,JAMAAT_REFORM,55.019419081906776,23.54317496080733,491.6940000000001,0.115924,0.039220713153281295,49.97333333333333,54.625
Sirajganj-5,39.58,13.17,14.8,135756.0,133847.0,98.92,49.73,3.22,6.45,90.15,0.18,90.33,0.04,48.09,52.18,98.22,4.96,32.82,41.62,19.17,Bangladesh Nationalist Party,Md. Amirul Islam Khan,134989.0,47876.0,59.52,246828.0,422672.0,,,BNP_COALITION,54.689500380832,35.29299755295185,758.7486,0.15971200000000002,0.039220713153281295,51.78666666666667,61.575
Sirajganj-6,36.54,13.84,13.98,301122.0,300491.0,99.79,49.95,7.31,8.2,84.39,0.1,84.49,0.09,39.44,45.59,99.41,10.25,32.86,41.0,19.82,Bangladesh Nationalist Party,Md. Amirul Islam Khan,134989.0,47876.0,59.34,279901.0,480905.0,69.3,30.7,BNP_COALITION,48.22740897674535,31.12278984355183,724.2228,0.7492749999999999,0.08617769624105233,51.75,58.675
Lalmonirhat-1,39.51,12.25,15.33,94451.67,93052.33,98.64,49.66,4.01,25.62,69.64,0.72,70.36,0.06,52.48,59.71,97.7,7.14,34.39,46.89,17.56,Bangladesh Nationalist Party,Md. Hasan Rajib Pradhan,138686.0,129572.0,72.13,282613.0,400305.0,,,BNP_COALITION,49.07276027642041,3.2249047283741374,693.7955999999999,0.28631399999999996,0.058268908123975775,54.849999999999994,52.375
Cumilla-8,40.18,15.29,15.53,79201.67,93616.33,114.83,53.43,21.81,15.94,62.15,0.1,62.25,0.36,48.2,56.28,99.53,8.09,41.09,40.05,27.36,Bangladesh Nationalist Party,Zakaria Taher,169178.0,45091.0,59.36,215463.0,372385.0,65.95,34.05,BNP_COALITION,78.51835349920869,57.59086246826601,1099.3247999999999,1.7644289999999998,0.3074846997479606,54.63333333333333,51.67
Gopalganj-2,41.97,12.46,14.78,296899.0,304651.33,99.68,49.9,27.32,18.45,54.02,0.22,54.23,0.7,50.18,79.25,99.75,27.16,27.21,53.77,35.79,Bangladesh Nationalist Party,K. M. Babar,40048.0,33039.0,39.59,146438.0,380695.0,24.23,75.77,BNP_COALITION,27.348092708176843,4.786325953645912,1502.1063,7.4201120000000005,0.5306282510621704,68.72,40.72
Rangpur-6,32.26,16.17,12.58,203677.0,211156.0,103.67,50.9,3.28,22.28,74.22,0.22,74.44,0.04,56.66,51.03,99.26,4.21,34.89,47.53,14.99,Bangladesh Jamaat-e-Islami,Md. Nurul Amin,118160.0,116646.0,69.43,239898.0,352852.0,,,JAMAAT_REFORM,49.25426639655186,0.6311015514927177,483.57739999999995,0.138088,0.039220713153281295,51.50000000000001,54.665
Moulvibazar-4,42.6,10.24,12.8,68289.8,70649.4,89.02,46.01,23.78,40.97,34.31,0.94,35.25,400.76,49.66,60.7,98.61,33.47,35.36,46.23,33.25,Bangladesh Nationalist Party,Md. Mujibur Rahman Chowdhury,168958.0,49389.0,55.9,258872.0,483058.0,,,BNP_COALITION,65.26700454278563,46.18846379677988,1416.45,7.959166,5.995854895409275,64.26,35.305
Netrokona-5,35.97,14.99,13.67,82215.5,88683.5,105.73,51.39,11.35,27.58,60.74,0.32,61.06,0.29,56.56,42.03,99.63,5.8,39.2,41.91,15.27,Bangladesh Jamaat-e-Islami,Masum Mustafa,82177.0,79412.0,57.99,163233.0,287719.0,69.31,30.69,JAMAAT_REFORM,50.34337419516886,1.6938976800034307,549.2619,0.6583,0.2546422183735807,49.153333333333336,50.13
Chattogram-15,43.56,12.44,17.67,155152.0,173054.0,111.54,52.73,29.42,12.3,57.98,0.3,58.28,0.5,66.85,63.1,99.54,18.44,36.49,40.37,36.5,Bangladesh Jamaat-e-Islami,Shahjahan Chowdhury,181238.0,130661.0,62.93,303862.0,491786.0,74.32,25.68,JAMAAT_REFORM,59.644838775496765,16.64472688259802,1589.94,5.425048,0.4054651081081644,60.36000000000001,47.385000000000005
